,Sentence,Hate-Speech
35101,"ఓ భారీ కొండ చిలువను మెడలో వేసుకున్నారు.
",no
8902,"అబుదాబి: వన్డే, టెస్టుల్లో ఏమోగానీ,టీ20ల్లో పాకిస్థాన్‌ దుమ్మురేపు తోంది.
",no
8289,"139 పరుగుల స్వల్ప లక్ష్యాన్ని ఛేదించేందుకు రంగంలో దిగిన రైజర్స్‌ ఎదురుదాడి ప్రారంభించారు.
",no
1654,అందులో వీరు మాట్లాడుతూ ‘అంచనాలు అందుకోలేకపోయి నందుకు మన్నించండి.,no
28735,"కానీ సమీరా తనకు అలాంటి ఉద్దేశం లేదని చెప్పటంతో విజ్జు సమీరా మీద కోపం పెంచుకుంటాడు.
",no
13569,"పశ్చిమ గోదావరి జిల్లా భీమవరం పట్టణానికి చెందిన మారిణి శివ అనే యువకుడు బైక్ మెకానిక్ గా పనిచేస్తున్నాడు.
",no
33168,వెంకట్‌ మోహన్‌ ప్రముఖ దర్శకుడు ఎ ఆర్‌ మురుగదాస్‌ దగ్గర సహాయ దర్శకుడిగా పనిచేశారు.,no
11753,"ఎన్టీఆర్ రాజకీయాల్లోకి వస్తారని చెప్పడంతో అందరూ ఆసక్తిగా చూస్తున్నారు.
",no
3390,"స్కోరు 122 పరుగులకు చేరగా లూయిస్‌(70, 67 బంతుల్లో 6ఫోర్లు, 2 సిక్సర్లు)ను షకీబుల్‌ హసన్‌ వెనక్కు పంపాడు.",no
28082,"క్షణం సినిమాతో నటుడిగానే కాక రచయితగా కూడా సూపర్ హిట్ అందుకున్న అడివి శేష్ మరోసారి తన కథా కథనాలతో ప్రేక్షకుల ముందుకు వచ్చాడు.
",no
22388,వైస్ చైర్మన్‌గా టీఆర్‌ఎస్‌కే చెందిన ఇరుగు పెద్దయ్య ఎన్నికయ్యారు,no
26727,కానీ దర్శకుడు ఈ కథను చెప్పినప్పుడు దీనిని జనాలు నమ్ముతారా అన్న అనుమానం కలిగి దర్శకుడిని అడిగితే అతను రిఫరెన్స్‌గా ఫ్రాన్స్‌లో ఇలాంటి క్వాలిటీస్ ఉన్న వ్యక్తి ఉన్నాడని ప్రూవ్ చేసాడు,no
4977,"టాస్‌ గెలిచిన రోహిత్‌ సేన తొలుత బంగ్లాదేశ్‌ను బ్యాటింగ్‌ను ఆహ్వానించింది.
",no
15636,"యువత ఉద్యోగాల కల్పనకు పెట్టుబడులు రాబట్టిన అంశాన్ని వివరిస్తూ గత ఐదేళ్లలో 3 పారిశ్రామిక సదస్సులు నిర్వహించామని, ఈజ్ ఆఫ్ డూయింగ్ బిజినెస్ లో దేశంలో మన రాష్ట్రానికి వరుసగా అగ్రస్థానం లభించడం తమ ప్రభుత్వ కృషేనని, ఉద్యోగులు, అధికారులు అందరూ కష్టపడటంతో రాష్ట్రం రెండంకెల వృద్ధి రేటు సాధించిన అంశాన్ని ముఖ్యమంత్రి చంద్రబాబు గుర్తు చేశారు.
",no
33468,పాత్ర నచ్చడంతో జ్యోతిక కూడా వెంటనే ఓకే చెప్పినట్లుగా సమాచారమందుతోంది.,no
21244,"ఈ ప్రమాదంలో ఆరుగురు మృతి చెందగా, మరో ఏడుగురు తీవ్రంగా గాయపడ్డారు",no
6777,"ఐదు టెస్టుల సిరీస్‌లో పరిస్థితులు కఠినంగా ఉన్నాయి’ అని ద్రవిడ్‌ అన్నాడు.
",no
8624,"వన్డేల్లో ఎక్కువ మ్యాచ్‌లు గెలిచిన కెప్టెన్‌గా విండీస్‌ దిగ్గజం వివ్‌ రిచర్డ్స్‌ రికార్డును అధిగమించాడు.
",no
21973,"ఈ మేరకు మంగళవారం ఒక ప్రకటన విడుదల చేస్తూ, ఈ నెల 14 నుండి 31 వరకు తెలంగాణ బ్రాహ్మణ పరిషత్ వెబ్‌సైట్ ద్వారా దరఖాస్తు చేయాలని విజ్ఞప్తి చేశారు",no
8735,"ఏకపక్షంగా సాగిన మ్యాచ్‌ను సింధు 30 నిమిషాల్లోనే ముగించింది.
",no
20339,ఇప్పటికే ఈ కేసులో 8 మందిని అరెస్టు చేశారు,no
28242,"వీరబాబు (అల్లరి నరేష్‌), సూరి బాబు (సునీల్‌) సత్యనారాయణపురం ఎమ్మెల్యే జాకెట్ జానకీ రాం(జయప్రకాష్ రెడ్డి) అనుచరులు.
",no
7292,"మ్యాచ్‌ అనంతరం మాట్లాడుతూ ,ఈ ఓటమి కొంచెం నిరాశను కలిగించింది.
",no
